IND_AVREG_SCORE,OOD_AVREG_SCORE
1.9474762610026768,1.9474073591665468
1.9790874149118152,1.978577845910099
2.0189581394195555,2.0176396866492716
2.06838572365897,2.0659338948997825
2.127929891858782,2.1239876861586353
2.197900983265468,2.1920833813915226
2.2782978773117066,2.2702118627605974
2.368754187652043,2.3580165290586
2.468435968671526,2.4546933746408324
2.5759390013558523,2.558894440729826
2.689123327391488,2.668570086910242
2.8048769456999643,2.780737855673893
2.918755522796086,2.8911263354595866
3.0246179597718377,2.9938085783531605
3.1147603256361824,3.08131495835686
3.1815883585384914,3.146251735694299
3.220670737539019,3.184286908789963
3.2323095611163546,3.195700034521179
3.2206082037517003,3.184484608592452
3.1915449125426156,3.1564603634563824
3.1514144284384593,3.1177422949271154
3.1059794068336486,3.073915853722233
3.0600840313094,3.029663893637664
3.0174831901277814,2.988610360259672
2.980831279073443,2.953309976367866
2.9517718519483296,2.9253399307829944
2.9310999069895063,2.905455535148412
2.9189170684133257,2.893744108860038
2.914806185449873,2.8897909333646035
2.917962988785335,2.892810071852922
2.927281182152884,2.901725763496303
2.941412077631269,2.9152282846202877
2.958822565419333,2.9318302193631802
2.977865844113486,2.9499362933406803
2.9968755670956204,2.967936677453789
3.0142761843545096,2.9843144334929734
3.0287254912512642,2.997782791118678
3.0392323204449245,3.0073985024252177
3.045249676704407,3.01264988037825
3.046714586871011,3.013493540720186
3.0440252695764816,3.010330305758044
3.037960284096854,3.003925608215163
3.029558421884264,2.99529274703833
3.0199798311506,2.9855581971884124
3.0103712916374206,2.9758317441496573
3.0017501490456717,2.967094538835162
2.9949271747044155,2.9601245923972024
2.990431421143668,2.9554254134437357
2.9885062915938243,2.953222934129143
2.989089606489454,2.9534471248066057
2.991874716963087,2.9557914965438
2.9963503735406056,2.9597528616469932
3.0018670899527415,2.9646964421828703
3.0077147943632943,2.969931629066805
3.0131965500967843,2.9747837434138997
3.017723875386374,2.978685859123044
3.020875232560294,2.981235147667072
3.0224381072180613,2.982232595123956
3.0224187680653163,2.9816910691416245
3.0210269604410445,2.9798199002640637
3.0186564786093575,2.9770045539300938
3.015787991455623,2.973712662122098
3.0129132560321263,2.970421213519098
3.0104818650654384,2.967564388867495
3.008847495487758,2.965482010182813
3.008221083027976,2.9643756815918794
3.0086623294012886,2.964297297169926
3.0100554602486747,2.965128419846516
3.0121957795960563,2.9666670162885547
3.0147507275853838,2.9685860752531132
3.0173809954098294,2.970554938608646
3.0198036193847657,2.9722984654160336
3.021770373412541,2.973578857530343
3.023120723451887,2.9742394006058595
3.0236901334353856,2.9741244571423775
3.0235927309308734,2.9733472180331297
3.023011452811105,2.9720877824541034
3.0222366673605783,2.970629958229544
3.021618524619511,2.9693110593136516
3.021349401133401,2.968315963907115
3.021686269555773,2.967891504440561
3.0225128735814777,2.967924306540581
3.023733643123082,2.968322045605855
3.025255416120802,2.9689881950396733
3.026937200341906,2.9697864825123346
3.028610406603132,2.970551261873682
3.03009409563882,2.971113331736983
3.0313205020768303,2.97140180351463
3.0322975839887345,2.9714259116124895
3.0329880714416504,2.9711486146932513
3.033611936228616,2.970783439749629
3.0343480331557138,2.970508462833337
3.0349928889955793,2.9701270539440117
3.0357028331075395,2.9697938727839484
3.036543941497803,2.9695681639929115
3.0374096632003784,2.969345795351082
3.0388138583728246,2.969624557558508
3.0404037203107563,2.9700581230652383
3.041747486591339,2.9702225919136094
3.043117940425873,2.970378463166151
3.044849991798401,2.9708516833701197
3.046018293925694,2.970732998460575
3.0470062988145012,2.97040474168307
3.0485489879335677,2.9705912883736008
3.0497358645711627,2.970389998293698
3.051251358645303,2.970489341980245
3.0518812145505634,2.969685008025768
3.0523727280753,2.968701707295512
3.055711260863713,2.9704874668550985
3.05830454826355,2.9714988012257497
3.058966725213187,2.9705822392087566
3.0607064809118,2.970700944984329
3.0619018248149326,2.9702581168981914
3.0624127047402516,2.9690922904578056
3.064809240613665,2.9697510078879543
3.068039730616978,2.9711949918611715
3.068567180633545,2.9699397131118324
3.068882233755929,2.968453265099265
3.0729356442178997,2.9706348738078705
3.076342247213636,2.9721364056694277
3.0762875659125193,2.9702009166889387
3.07658257654735,2.968563036164998
3.077796873024532,2.967782662837509
3.0817068134035384,2.9696082523865748
3.0863188692501615,2.9721217311291435
3.0859370470046996,2.9696934291848054
3.0873888100896565,2.96907300109173
3.091934766088213,2.9714806369523705
3.092568743228912,2.9700141057834317
3.0914700286728993,2.9667884919632836
3.09305796282632,2.966136292393486
3.102127812589918,2.972832793675286
3.1048385517937795,2.9732839435206913
3.100806164741516,2.9671416275610425
3.102233234473637,2.9663182019394996
3.1113808972494943,2.9730333636571245
3.113173256601606,2.9725390902033935
3.10908499615533,2.966271512133332
3.113551505974361,2.9683906568910383
3.1203776921544755,2.9728015173045006
3.120157291207995,2.970294769132507
3.1199333122798376,2.9677452507540254
3.123635411262512,2.969018289794598
3.1282015562057497,2.971118641084547
3.1288443378039767,2.9693514746964595
3.1327935133661544,2.970803785491377
3.1339938504355294,2.969566860218344
3.1347117253712247,2.967844597037821
3.1409933941704886,2.9715426726214464
3.1418681417192733,2.969943372810609
3.146227012361799,2.971841005886323
3.1455752883638652,2.9688324966141884
3.148713641507285,2.9694843271106173
3.15432117496218,2.972548376994436
3.152917630331857,2.968745932357174
3.1593346306255885,2.972564759203391
3.1591202548571995,2.969889156751478
3.161231793676104,2.9694501062087504
3.168109537873949,2.9736561492151488
3.1677485959870473,2.9708349629466255
3.171956208774022,2.9724616660149095
3.1710061992917744,2.9690499079016144
3.1772968905312675,2.972683808564083
3.1770046200071063,2.9698820976950393
3.183186289242336,2.973415094076971
3.180784329346248,2.968600524184975
3.1939970323017666,2.9790590486903312
3.177474311419896,2.9605670552838323
3.205478719302586,2.985471941211551
3.184848414148603,2.963046472525139
3.1983019403048925,2.973753701020555
3.2063070688928876,2.979150135636858
3.19092218705586,2.96179742519049
3.214622860295432,2.9824685998910287
3.2033799818583897,2.969179070418483
3.2087458440235683,2.9720712375869778
3.2173796943255835,2.9781528260542336
3.2077771544456484,2.9665251152378067
3.224427725587572,2.980445907862535
3.214542509828295,2.9686041349762475
3.2268554363931927,2.9783443758811696
3.2217220987592423,2.971148380192555
3.229390013217926,2.9764145066854346
3.2281409995896477,2.973037316140607
3.234213548047202,2.9767766563191547
3.231002255848476,2.971503422918841
3.241435718536377,2.979501311104618
3.2311343516622273,2.96739292739061
3.254452122960772,2.9879719075283235
3.221974686213902,2.9544359413876666
3.275715036051614,3.0046099095964363
3.219096347263881,2.94779412402184
3.262500124318259,2.988043750670671
3.261071763719831,2.984809570817863
3.229939489705222,2.9527736398634916
3.278067801679884,2.997612947727412
3.2517442958695546,2.970288843224637
3.248235014506749,2.9650974489825517
3.2826677782194955,2.9967182999259436
3.247837368079594,2.961248588042562
3.266923633643559,2.9780639693955373
3.279930279936109,2.9889986949974183
3.25136342389243,2.9596855696758455
3.2841743758746555,2.989857397852479
3.2714593836239407,2.9759782723080987
3.2638358082090106,2.967054189263982
3.291417954649244,2.992223008828818
3.265740772656032,2.9658367510120134
3.281982934474945,2.980030806105105
3.2882380962371824,2.9845763038585247
3.2693882601601736,2.964868518767364
3.29660838501794,2.9897585077158984
3.278857021672385,2.971191294524307
3.2863218562943595,2.9770610454867827
3.2956495097705294,2.9847517024555095
3.2793238435472762,2.9676686899524674
3.302555109773363,2.9888433824173632
3.283993479183742,2.9696369368357356
3.2981161287852694,2.9820271251913013
3.2965907267161776,2.979318626698222
3.291123729092734,2.972830893634165
3.30683011668069,2.986810904926176
3.288755246571132,2.968189305621729
3.310591513769967,2.988112020703855
3.292957896845681,2.969956300393341
3.3102640560695105,2.9855748026726694
3.298274954727718,2.9729460567632136
3.308939393929073,2.9821895635638667
3.3043224368776594,2.9767085944179947
3.308311137131282,2.979576421475129
3.3080826435770305,2.9783685663426116
3.3089254787990026,2.978187928523764
3.3119839685303822,2.980162688733204
3.308551221234458,2.9758959971643444
3.3169036405427117,2.983001846154296
3.3072072097233365,2.9727537997364117
3.3230312040873935,2.987107696306054
3.302586315359388,2.9665655507382827
3.3350389208112445,2.996949611641632
3.289082109928131,2.9518719141865413
3.3581778407096863,3.01755592033289
3.268524214199611,2.930533303203752
3.368125937666212,3.0256082594966958
3.2905518923486983,2.950258071832854
3.320626017025539,2.9784822634571237
3.349568908555167,3.005628179280057
3.2831910167421614,2.9411521261032436
3.353570468085153,3.0081525775583313
3.3179081201553347,2.973204827533163
3.3055655666760035,2.960690219389987
3.356935795715877,3.0093985714095384
3.300225976535252,2.9542524966698807
3.332825744152069,2.984908961496994
3.3425163541521346,2.993568672607357
3.3019146408353532,2.9539538106854946
3.3504842145102365,2.999969430080721
3.323550261769976,2.973538485332289
3.3183738929884776,2.9680124587727437
