IND_AVREG_SCORE,OOD_AVREG_SCORE
3.3513406464031763,2.999079160821491
3.3128735150609696,2.9616234807443407
3.3376690915652683,2.984826831292895
3.340439936092922,2.986902807232548
3.315947369166783,2.962848177468583
3.349590395178114,2.994509334930465
3.326210289342063,2.9715320512850494
3.330936174733298,2.9754837582787523
3.3476527367319378,2.990932689327609
3.320668024676187,2.9645492270302736
3.3467586585453577,2.98897671397979
3.334946731158665,2.977142365063311
3.330918880871364,2.9727825948107367
3.3490310856274195,2.989590850987498
3.3271254880087717,2.968116626341551
3.346095788478851,2.985714208186113
3.338566654069083,2.9779852769135373
3.3351924742971146,2.974232531236581
3.348640550885882,2.9865506151842403
3.3321441548211235,2.9702618859455185
3.348414431299482,2.98526167341314
3.3389973146574836,2.9757437944588316
3.3412894589560374,2.9773948039402813
3.3481229765074594,2.98337748831625
3.33652092899595,2.9717852485584895
3.3519478355135237,2.985959994387944
3.3379199062074933,2.9720663599548875
3.349764396463122,2.9828192615878812
3.3438301563262938,2.976626888159635
3.3457739199910845,2.977943717200788
3.349175822734833,2.980627363726519
3.343467485904694,2.974634778420365
3.3527366246495927,2.982891736081643
3.343020701408386,2.9731096440219105
3.3548496978623525,2.9838100487539654
3.3432008402688163,2.972197994215626
3.3562215379306246,2.9840032498364613
3.3442172612462726,2.9720278409154237
3.3576697417667933,2.9841967589129728
3.344680464267731,2.971275262699698
3.359833598136902,2.9850265035953267
3.344088659967695,2.9694882287056443
3.3637704627854483,2.987501080578504
3.3408784576824733,2.965194922606385
3.371527636051178,2.993548993037758
3.33252535036632,2.9560231488511692
3.3867293579237803,3.0066150540879417
3.3142912421907695,2.9375335223741685
3.4119921803474424,3.0291712592456332
3.2915042502539498,2.9148013367258465
3.423753535747528,3.038979146183858
3.309223675727844,2.9302979500378252
3.3773866023336137,2.9939393129975618
3.377110016345978,2.9930410747425946
3.3179432477269852,2.9366906312579064
3.411372821671622,3.023999463662263
3.323555827140808,2.940682525252662
3.3742798362459454,2.9876829589575395
3.3804520436695644,2.9927432677066133
3.3272551468440463,2.942021283498543
3.4040926916258676,3.0133780276229496
3.3386228731700354,2.9511481915742293
3.370528600897108,2.980255947375403
3.384469314983913,2.992491652751603
3.3367215633392333,2.9469581333978137
3.39960971559797,3.0049491671506905
3.3487663762910027,2.956529344136289
3.373424424443926,2.9786691871668425
3.3840677193232946,2.9876711999604058
3.347606270653861,2.9527109613975004
3.3993747557912553,3.000005384183529
3.351716581412724,2.9546318585094355
3.385859647818974,2.9854202936107685
3.376275518962315,2.975489640693721
3.3647071174212866,2.963713983401238
3.3967371259416854,2.9924008250676724
3.3552929622786385,2.9528905680427875
3.402564993926457,2.9955973653356645
3.360250607558659,2.9552945546376654
3.396957952635629,2.9881096487999668
3.373353293963841,2.9651473615335044
3.387299254962376,2.976859105104358
3.3872273683547975,2.9756054839496247
3.379055530684335,2.966870112490443
3.3998749153954644,2.9848062173742664
3.3707238367625645,2.9567570343635636
3.4150304777281626,2.9961771099130723
3.3563766803060258,2.9410675043457544
3.4414842452321732,3.017774466089519
3.3249994312013897,2.9098037616893144
3.485678882258279,3.055573653919482
3.2868741955075946,2.8725597759821566
3.4977210811206274,3.0641296314876225
3.3385278463363646,2.917622122357832
3.398973228250231,2.971688035055665
3.459388426371983,3.0256027943362516
3.3170491865703036,2.89485459313611
3.472969593320574,3.0355406556735187
3.3839279549462455,2.953377902111592
3.3755327820777894,2.944550726909405
3.4727265681539263,3.0314537703198554
3.3439454657690866,2.9134754008961568
3.443596761567252,3.0024102782084987
3.4257049117769514,2.984877231532221
3.3655026503971643,2.929129603298235
3.4728913869176594,3.0246557607432414
3.375366580486298,2.9352824756850873
3.4267065644264223,2.9800919915936017
3.446208533218929,2.9961633794504925
3.374835991859436,2.930553721624428
3.4716852511678424,3.016071906866316
3.391535450731005,2.9427076143431345
3.435527728285108,2.980688047814052
3.4450581618717737,2.9877475529160775
3.395043080193656,2.941558290443533
3.4751075983047484,3.011609048487693
3.3918587275913783,2.9358382174412294
3.466999234472002,3.001367189067153
3.4204656720161437,2.958446309982938
3.440301031725747,2.974628544364405
3.4542493854250225,2.9855418466306682
3.4172640306609017,2.951230928279801
3.4809288672038488,3.006233716534899
3.400026970250266,2.9331079613598976
3.504275073323931,3.023955562112074
3.3839081951550076,2.916111922554639
3.5275296892438615,3.041654086271452
3.371389159134456,2.9024750252682137
3.537826863356999,3.0479738143777566
3.384233728476933,2.91127769351886
3.514453741482326,3.0246565685974796
3.4295391372271946,2.948633982168519
3.4707637480327063,2.983582120900492
3.4807285104479107,2.9910373129775993
3.431123386110578,2.9462396692005886
3.5228658897536143,3.025355368676531
3.3987117511885505,2.915320411742702
3.559414723941258,3.054655638103823
3.377715793677739,2.894412142091171
3.570246720314026,3.0614006545510213
3.400450326715197,2.9117480383489824
3.5278287938662936,3.0216848717966673
