ind_no_prog_max,ind_no_prog_min,ood_no_prog_max,ood_no_prog_min
-1.9526811838150024,-17.47928237915039,3.0403058528900146,-6.821606636047363
-1.9533324241638184,-17.495960235595703,3.0393738746643066,-6.820748329162598
-1.9538174867630005,-17.50763511657715,3.0384926795959473,-6.814404487609863
-1.9542100429534912,-17.515987396240234,3.0379676818847656,-6.8071184158325195
-1.9546716213226318,-17.529850006103516,3.0374093055725098,-6.807547569274902
-1.9551509618759155,-17.541269302368164,3.036986827850342,-6.8101606369018555
-1.9555538892745972,-17.551849365234375,3.0366435050964355,-6.813758850097656
-1.955939531326294,-17.558256149291992,3.0361766815185547,-6.814701080322266
-1.9563417434692383,-17.56734275817871,3.035700798034668,-6.8125200271606445
-1.9564098119735718,-17.57857894897461,3.0352821350097656,-6.808541297912598
-1.956282138824463,-17.58603858947754,3.034942150115967,-6.803786277770996
-1.9562368392944336,-17.595237731933594,3.03462815284729,-6.800622940063477
-1.9564484357833862,-17.608295440673828,3.03421688079834,-6.800040245056152
-1.956640362739563,-17.618223190307617,3.033888816833496,-6.799551963806152
-1.9565227031707764,-17.62662124633789,3.0335805416107178,-6.800742149353027
-1.9561727046966553,-17.634429931640625,3.033313512802124,-6.801898002624512
-1.9558496475219727,-17.64267349243164,3.0330772399902344,-6.803942680358887
-1.9555999040603638,-17.64884376525879,3.0328333377838135,-6.804233551025391
-1.9553613662719727,-17.657901763916016,3.03261661529541,-6.806458473205566
-1.955339789390564,-17.66203498840332,3.0324344635009766,-6.808067321777344
-1.9551843404769897,-17.667770385742188,3.032416343688965,-6.81302547454834
-1.954883098602295,-17.67648696899414,3.0324487686157227,-6.815221786499023
-1.9544720649719238,-17.687923431396484,3.0322842597961426,-6.817159652709961
-1.9543594121932983,-17.692607879638672,3.0320281982421875,-6.8168840408325195
-1.954362392425537,-17.690977096557617,3.0317976474761963,-6.81683349609375
-1.9543139934539795,-17.68791961669922,3.0316267013549805,-6.819962501525879
-1.954269528388977,-17.688941955566406,3.031592607498169,-6.824601173400879
-1.954036831855774,-17.694053649902344,3.0318057537078857,-6.827287673950195
-1.9537850618362427,-17.696617126464844,3.032083749771118,-6.826421737670898
-1.9536874294281006,-17.700258255004883,3.032148838043213,-6.822421073913574
-1.953568458557129,-17.70726203918457,3.0320117473602295,-6.822670936584473
-1.9534697532653809,-17.707618713378906,3.0318117141723633,-6.827144622802734
-1.9533934593200684,-17.701553344726562,3.0316126346588135,-6.83048152923584
-1.953139305114746,-17.700326919555664,3.031533718109131,-6.832141876220703
-1.9528703689575195,-17.704160690307617,3.031691551208496,-6.832472801208496
-1.9526225328445435,-17.704252243041992,3.031951665878296,-6.837978363037109
-1.9524714946746826,-17.700050354003906,3.032080888748169,-6.84566593170166
-1.9523382186889648,-17.696264266967773,3.032144069671631,-6.853293418884277
-1.9521178007125854,-17.692163467407227,3.032066822052002,-6.859023094177246
-1.9518404006958008,-17.68777847290039,3.03202486038208,-6.860464096069336
-1.9516243934631348,-17.682090759277344,3.0320842266082764,-6.862630844116211
-1.9515571594238281,-17.678041458129883,3.0322437286376953,-6.867888450622559
-1.951452612876892,-17.67510986328125,3.0324172973632812,-6.874087333679199
-1.9514178037643433,-17.66997718811035,3.0324788093566895,-6.879280090332031
-1.9514195919036865,-17.662935256958008,3.0324316024780273,-6.8867340087890625
-1.9514141082763672,-17.66050910949707,3.032240152359009,-6.89298152923584
-1.951237440109253,-17.660402297973633,3.0322012901306152,-6.894992828369141
-1.9509336948394775,-17.655458450317383,3.0322513580322266,-6.895444869995117
-1.9504475593566895,-17.646554946899414,3.032628297805786,-6.895725250244141
-1.950050950050354,-17.635547637939453,3.0328283309936523,-6.901169776916504
-1.9497560262680054,-17.62643051147461,3.0328621864318848,-6.907885551452637
-1.9497497081756592,-17.62427520751953,3.0327258110046387,-6.912653923034668
-1.9498785734176636,-17.613004684448242,3.032698154449463,-6.91408634185791
-1.9499176740646362,-17.60451316833496,3.0328166484832764,-6.915410041809082
-1.9497755765914917,-17.59652328491211,3.0329957008361816,-6.919186592102051
-1.9498326778411865,-17.588762283325195,3.033156156539917,-6.921424865722656
-1.9497638940811157,-17.581445693969727,3.0332589149475098,-6.923460006713867
-1.9495201110839844,-17.567630767822266,3.0334179401397705,-6.923975944519043
-1.9492257833480835,-17.55186653137207,3.033618211746216,-6.923251152038574
-1.9490277767181396,-17.54145050048828,3.03383731842041,-6.9238433837890625
-1.948948621749878,-17.5353946685791,3.0339112281799316,-6.923147201538086
-1.9488831758499146,-17.53361701965332,3.034032106399536,-6.919069290161133
-1.9487195014953613,-17.52163314819336,3.0341873168945312,-6.916704177856445
-1.9485020637512207,-17.502641677856445,3.0343074798583984,-6.916010856628418
-1.9482275247573853,-17.486879348754883,3.034618377685547,-6.912700653076172
-1.9480029344558716,-17.479215621948242,3.0348987579345703,-6.910952568054199
-1.9482892751693726,-17.47138023376465,3.0352232456207275,-6.906083106994629
-1.948430061340332,-17.458410263061523,3.0353641510009766,-6.903384208679199
-1.948573112487793,-17.446002960205078,3.035280704498291,-6.902231216430664
-1.9485318660736084,-17.432146072387695,3.0352182388305664,-6.900906562805176
-1.9483681917190552,-17.421785354614258,3.0353026390075684,-6.899460792541504
-1.9480781555175781,-17.40812110900879,3.0353527069091797,-6.892946243286133
-1.9479583501815796,-17.391878128051758,3.0353434085845947,-6.883247375488281
-1.947910189628601,-17.376907348632812,3.035475254058838,-6.874697685241699
-1.9478070735931396,-17.365285873413086,3.035653591156006,-6.869153022766113
-1.9477497339248657,-17.357929229736328,3.035769462585449,-6.863414764404297
-1.9478509426116943,-17.346242904663086,3.035766839981079,-6.857386589050293
-1.9480482339859009,-17.326845169067383,3.0358386039733887,-6.854002952575684
-1.9480857849121094,-17.306556701660156,3.036067485809326,-6.8517961502075195
-1.9478459358215332,-17.291067123413086,3.0364089012145996,-6.843707084655762
-1.9476330280303955,-17.283784866333008,3.03662109375,-6.834378242492676
-1.9474937915802002,-17.275379180908203,3.036949396133423,-6.8271379470825195
-1.947542667388916,-17.258262634277344,3.0372323989868164,-6.821939468383789
-1.9477293491363525,-17.23441505432129,3.037250518798828,-6.8190412521362305
-1.9479492902755737,-17.20819091796875,3.0373010635375977,-6.808837890625
-1.9480435848236084,-17.195131301879883,3.0374488830566406,-6.795282363891602
-1.947832703590393,-17.18084144592285,3.0376288890838623,-6.787214279174805
-1.9474420547485352,-17.158931732177734,3.037623405456543,-6.780215263366699
-1.947191596031189,-17.1419620513916,3.037613868713379,-6.775832176208496
-1.9474098682403564,-17.12249755859375,3.0378994941711426,-6.765169143676758
-1.9477819204330444,-17.10077667236328,3.0379555225372314,-6.747574806213379
-1.947847604751587,-17.073381423950195,3.037950038909912,-6.738497734069824
-1.9477394819259644,-17.05425262451172,3.0380795001983643,-6.731524467468262
-1.9477101564407349,-17.037561416625977,3.038299083709717,-6.7242431640625
-1.9477914571762085,-17.015331268310547,3.0383403301239014,-6.713238716125488
-1.947668194770813,-16.992603302001953,3.038299083709717,-6.700593948364258
-1.9476346969604492,-16.969175338745117,3.0383524894714355,-6.681794166564941
-1.9474438428878784,-16.94322967529297,3.038468837738037,-6.665538787841797
-1.9472684860229492,-16.926223754882812,3.0385942459106445,-6.653874397277832
-1.9472906589508057,-16.905771255493164,3.0385820865631104,-6.645384788513184
-1.947553038597107,-16.877485275268555,3.038583278656006,-6.639150619506836
-1.947714924812317,-16.852523803710938,3.0385284423828125,-6.630327224731445
-1.9478747844696045,-16.82726287841797,3.038754463195801,-6.627017021179199
-1.948028802871704,-16.800703048706055,3.038841724395752,-6.616120338439941
-1.9480270147323608,-16.77693748474121,3.0390334129333496,-6.606024742126465
-1.947961449623108,-16.754491806030273,3.039158582687378,-6.594364166259766
-1.9478163719177246,-16.72787094116211,3.0391921997070312,-6.5811004638671875
-1.9477593898773193,-16.705305099487305,3.039257526397705,-6.564699172973633
-1.9477249383926392,-16.680824279785156,3.039496898651123,-6.547664642333984
-1.9474321603775024,-16.65601921081543,3.039721965789795,-6.537208557128906
-1.947279691696167,-16.62666130065918,3.039799451828003,-6.533332824707031
-1.9476245641708374,-16.603679656982422,3.040104389190674,-6.521257400512695
-1.9479608535766602,-16.578014373779297,3.040372371673584,-6.509254455566406
-1.9482908248901367,-16.544645309448242,3.0403192043304443,-6.489558219909668
-1.9482402801513672,-16.517606735229492,3.040393352508545,-6.481950759887695
-1.9479048252105713,-16.491601943969727,3.040365219116211,-6.474485397338867
-1.9476430416107178,-16.463672637939453,3.0403943061828613,-6.460748672485352
-1.9475880861282349,-16.443178176879883,3.0406734943389893,-6.4504594802856445
-1.947749137878418,-16.424165725708008,3.04099702835083,-6.433659553527832
-1.9477661848068237,-16.389955520629883,3.0412678718566895,-6.420234680175781
-1.9478791952133179,-16.351099014282227,3.0418243408203125,-6.4063520431518555
-1.9479691982269287,-16.319011688232422,3.0414681434631348,-6.39329719543457
-1.947886347770691,-16.290517807006836,3.041585683822632,-6.381948471069336
-1.947771430015564,-16.271778106689453,3.042099714279175,-6.372392654418945
-1.9480023384094238,-16.254390716552734,3.0426852703094482,-6.377259254455566
-1.948339819908142,-16.22340202331543,3.0428996086120605,-6.373147010803223
-1.9484854936599731,-16.184598922729492,3.0432848930358887,-6.395137786865234
-1.9484614133834839,-16.146467208862305,3.0437567234039307,-6.423087120056152
-1.9482208490371704,-16.12613296508789,3.0437891483306885,-6.441258430480957
-1.947924017906189,-16.099409103393555,3.043816089630127,-6.426444053649902
-1.9478250741958618,-16.069974899291992,3.0436761379241943,-6.416680335998535
-1.94772207736969,-16.034698486328125,3.0437722206115723,-6.406215667724609
-1.947808861732483,-16.004077911376953,3.0442821979522705,-6.433152198791504
-1.9480830430984497,-15.973838806152344,3.045074939727783,-6.475438117980957
-1.9483063220977783,-15.937514305114746,3.045132875442505,-6.521458625793457
-1.9484678506851196,-15.914397239685059,3.0449352264404297,-6.523064613342285
-1.9485290050506592,-15.869169235229492,3.0457763671875,-6.501522064208984
-1.9483754634857178,-15.837769508361816,3.0460798740386963,-6.502291679382324
-1.948493480682373,-15.804780006408691,3.045685291290283,-6.530984878540039
-1.9483590126037598,-15.780153274536133,3.0458507537841797,-6.561297416687012
-1.9479622840881348,-15.76132869720459,3.0463109016418457,-6.580888748168945
-1.9479610919952393,-15.71671199798584,3.046353340148926,-6.567357063293457
-1.9481372833251953,-15.685754776000977,3.046431541442871,-6.531284332275391
-1.9481607675552368,-15.646037101745605,3.047135353088379,-6.55672550201416
-1.9483801126480103,-15.605633735656738,3.0476036071777344,-6.623481750488281
-1.9483375549316406,-15.587888717651367,3.0476648807525635,-6.6498870849609375
-1.9477967023849487,-15.546993255615234,3.047506332397461,-6.640462875366211
-1.947544813156128,-15.497275352478027,3.0476763248443604,-6.627743721008301
-1.9477581977844238,-15.46899700164795,3.047915458679199,-6.629500389099121
-1.9481462240219116,-15.454411506652832,3.0476913452148438,-6.625186920166016
-1.9483108520507812,-15.432846069335938,3.0475690364837646,-6.636257171630859
-1.9480961561203003,-15.38072395324707,3.0485033988952637,-6.651863098144531
-1.9476410150527954,-15.315530776977539,3.049203395843506,-6.683387756347656
-1.9476238489151,-15.276575088500977,3.0490808486938477,-6.701590538024902
-1.947530746459961,-15.278051376342773,3.048527479171753,-6.6861371994018555
-1.9477438926696777,-15.22738265991211,3.0484488010406494,-6.652761459350586
-1.9480479955673218,-15.179091453552246,3.0489182472229004,-6.6660566329956055
-1.9479422569274902,-15.141541481018066,3.0488452911376953,-6.714925765991211
-1.9474456310272217,-15.123353958129883,3.048114538192749,-6.748371124267578
-1.9474204778671265,-15.087656021118164,3.047905683517456,-6.732534408569336
-1.947404384613037,-15.048702239990234,3.048858642578125,-6.696345329284668
-1.9474934339523315,-14.986533164978027,3.0493111610412598,-6.6856489181518555
-1.9477190971374512,-14.957763671875,3.049264907836914,-6.707590103149414
-1.948117733001709,-14.942353248596191,3.049077033996582,-6.743229866027832
-1.94815194606781,-14.919325828552246,3.0492677688598633,-6.754246711730957
-1.9476501941680908,-14.831903457641602,3.0492568016052246,-6.751543045043945
-1.9471378326416016,-14.787554740905762,3.049001693725586,-6.764116287231445
-1.9472283124923706,-14.807101249694824,3.0489532947540283,-6.760680198669434
-1.9478121995925903,-14.795411109924316,3.048858642578125,-6.767546653747559
-1.9482378959655762,-14.73421859741211,3.0487003326416016,-6.758413314819336
-1.9481899738311768,-14.654753684997559,3.048717975616455,-6.743875503540039
-1.9478063583374023,-14.622955322265625,3.048882007598877,-6.739294052124023
-1.9474143981933594,-14.631782531738281,3.0491843223571777,-6.749079704284668
-1.9471381902694702,-14.596441268920898,3.049182891845703,-6.7651824951171875
-1.9471321105957031,-14.549834251403809,3.0490965843200684,-6.766683578491211
-1.9475891590118408,-14.501150131225586,3.0491762161254883,-6.744915962219238
-1.9483952522277832,-14.48375129699707,3.0490074157714844,-6.749882698059082
-1.9483827352523804,-14.430213928222656,3.0488405227661133,-6.766077995300293
-1.9477263689041138,-14.384193420410156,3.048828125,-6.776715278625488
-1.947333574295044,-14.39042854309082,3.0488381385803223,-6.756474494934082
-1.9473782777786255,-14.416129112243652,3.0489273071289062,-6.715943336486816
-1.9476221799850464,-14.331201553344727,3.048827648162842,-6.719961166381836
-1.9477810859680176,-14.260478973388672,3.0487964153289795,-6.773561477661133
-1.9480847120285034,-14.25493335723877,3.048760414123535,-6.831287384033203
-1.9482709169387817,-14.249771118164062,3.0486207008361816,-6.821381568908691
-1.94826078414917,-14.208839416503906,3.048638105392456,-6.738134384155273
-1.9475038051605225,-14.197949409484863,3.0488386154174805,-6.67449951171875
-1.9473481178283691,-14.182835578918457,3.0489253997802734,-6.719914436340332
-1.9477955102920532,-14.138579368591309,3.0489161014556885,-6.810904502868652
-1.948157548904419,-14.057361602783203,3.0488123893737793,-6.829671859741211
-1.9481054544448853,-14.043946266174316,3.048624038696289,-6.778461456298828
-1.9479697942733765,-14.05252742767334,3.048290491104126,-6.722592353820801
-1.9472935199737549,-14.038277626037598,3.0485658645629883,-6.718268394470215
-1.9469064474105835,-14.022802352905273,3.048971176147461,-6.734072685241699
-1.9469157457351685,-13.99213981628418,3.0489845275878906,-6.753570556640625
-1.947293758392334,-13.977802276611328,3.0488333702087402,-6.7754669189453125
-1.9482311010360718,-13.931862831115723,3.0487773418426514,-6.770520210266113
-1.9488238096237183,-13.940226554870605,3.048781394958496,-6.765406608581543
-1.9476675987243652,-13.940006256103516,3.0487160682678223,-6.753338813781738
-1.9468460083007812,-13.877889633178711,3.0484938621520996,-6.71185302734375
-1.9467554092407227,-13.846122741699219,3.048549175262451,-6.719661712646484
-1.947056770324707,-13.854463577270508,3.0485615730285645,-6.761371612548828
-1.9478074312210083,-13.836869239807129,3.0486037731170654,-6.806669235229492
-1.9483118057250977,-13.820914268493652,3.048515796661377,-6.823980331420898
-1.9478927850723267,-13.774195671081543,3.048595905303955,-6.792271614074707
-1.9469695091247559,-13.801063537597656,3.048738718032837,-6.732888221740723
-1.9465621709823608,-13.821090698242188,3.048959255218506,-6.703647613525391
-1.9467124938964844,-13.786189079284668,3.0488345623016357,-6.71429443359375
-1.9471036195755005,-13.794029235839844,3.048402786254883,-6.750718116760254
-1.9474239349365234,-13.766773223876953,3.0483744144439697,-6.770112991333008
-1.947371482849121,-13.732065200805664,3.0483615398406982,-6.768380165100098
-1.9470669031143188,-13.714181900024414,3.048691749572754,-6.773087501525879
-1.947089433670044,-13.675559043884277,3.048642635345459,-6.766779899597168
-1.9468870162963867,-13.693364143371582,3.048769474029541,-6.746822357177734
-1.9466452598571777,-13.724820137023926,3.048999786376953,-6.709164619445801
-1.9469988346099854,-13.754326820373535,3.0491771697998047,-6.6774139404296875
-1.9476195573806763,-13.725340843200684,3.0490522384643555,-6.700794219970703
-1.9479637145996094,-13.668501853942871,3.048551559448242,-6.757833480834961
-1.9476855993270874,-13.646244049072266,3.0481348037719727,-6.789655685424805
-1.9469820261001587,-13.65145206451416,3.0486018657684326,-6.751090049743652
-1.9468377828598022,-13.689870834350586,3.0490100383758545,-6.755474090576172
-1.9468806982040405,-13.700631141662598,3.0489706993103027,-6.805622100830078
-1.947264313697815,-13.690690994262695,3.0487661361694336,-6.84628963470459
-1.948179006576538,-13.665881156921387,3.048696756362915,-6.8003997802734375
-1.9483494758605957,-13.646406173706055,3.048586130142212,-6.708707809448242
-1.9478670358657837,-13.632850646972656,3.0488955974578857,-6.658664703369141
-1.9473135471343994,-13.634075164794922,3.049208641052246,-6.693029403686523
-1.9469587802886963,-13.653888702392578,3.0488123893737793,-6.767238616943359
-1.9468051195144653,-13.687969207763672,3.0483903884887695,-6.79616641998291
-1.9477251768112183,-13.701862335205078,3.0486159324645996,-6.785190582275391
-1.948438048362732,-13.668686866760254,3.0490000247955322,-6.745823860168457
-1.9479687213897705,-13.62390422821045,3.049250602722168,-6.7058258056640625
-1.9476317167282104,-13.623594284057617,3.049321413040161,-6.703967094421387
-1.947609782218933,-13.642956733703613,3.0490105152130127,-6.743857383728027
-1.9476425647735596,-13.621323585510254,3.048525333404541,-6.790987968444824
-1.9476661682128906,-13.61446475982666,3.048780918121338,-6.7948455810546875
-1.9479838609695435,-13.641756057739258,3.0490541458129883,-6.764878273010254
-1.9480605125427246,-13.679100036621094,3.049008846282959,-6.707568168640137
-1.9477522373199463,-13.670788764953613,3.048675537109375,-6.6981611251831055
-1.9475840330123901,-13.635758399963379,3.0485477447509766,-6.76164436340332
-1.947759747505188,-13.652996063232422,3.048675537109375,-6.826695442199707
-1.9482598304748535,-13.63302993774414,3.048672676086426,-6.833920478820801
-1.9485797882080078,-13.630342483520508,3.048856735229492,-6.780716896057129
-1.9488022327423096,-13.627998352050781,3.0490713119506836,-6.696737289428711
-1.9479961395263672,-13.62516975402832,3.0490756034851074,-6.698957443237305
-1.948102355003357,-13.595569610595703,3.0489602088928223,-6.780458450317383
-1.948343276977539,-13.632560729980469,3.048809289932251,-6.846458435058594
-1.948431372642517,-13.706257820129395,3.0488147735595703,-6.827919006347656
-1.9485116004943848,-13.66435432434082,3.0491952896118164,-6.731410980224609
-1.948452353477478,-13.585622787475586,3.0494980812072754,-6.7139692306518555
-1.949191927909851,-13.577125549316406,3.0495381355285645,-6.700915336608887
-1.9493814706802368,-13.645536422729492,3.0491836071014404,-6.770111083984375
-1.94821035861969,-13.680496215820312,3.048572063446045,-6.851609230041504
-1.9484915733337402,-13.61886978149414,3.0481619834899902,-6.829617500305176
-1.94895339012146,-13.619626998901367,3.0482988357543945,-6.776331901550293
-1.9488252401351929,-13.6242094039917,3.0486795902252197,-6.744062423706055
-1.9490631818771362,-13.635701179504395,3.0488240718841553,-6.731969833374023
-1.9496980905532837,-13.656842231750488,3.048621654510498,-6.744060516357422
-1.9497512578964233,-13.647177696228027,3.048137664794922,-6.830955505371094
-1.948479175567627,-13.64511775970459,3.048171043395996,-6.887633323669434
-1.948641061782837,-13.619688034057617,3.04856538772583,-6.829202651977539
-1.9492539167404175,-13.611037254333496,3.0488758087158203,-6.71855354309082
-1.9490280151367188,-13.621150970458984,3.048811435699463,-6.659999847412109
-1.9495182037353516,-13.60433578491211,3.04837703704834,-6.745085716247559
-1.9508368968963623,-13.63223934173584,3.048086166381836,-6.894824981689453
-1.9508229494094849,-13.638919830322266,3.04805850982666,-6.923550605773926
-1.949466347694397,-13.625481605529785,3.047987461090088,-6.857414245605469
-1.949429988861084,-13.634467124938965,3.0482263565063477,-6.774391174316406
-1.9498826265335083,-13.658099174499512,3.048492908477783,-6.679457664489746
-1.949967861175537,-13.61967658996582,3.0483036041259766,-6.692665100097656
-1.9498229026794434,-13.601456642150879,3.0478901863098145,-6.821436882019043
-1.950320839881897,-13.633224487304688,3.0478031635284424,-6.950718879699707
-1.9498317241668701,-13.629948616027832,3.0478334426879883,-6.943240165710449
-1.949664831161499,-13.637815475463867,3.0478930473327637,-6.812556266784668
-1.9500117301940918,-13.670515060424805,3.0480852127075195,-6.700617790222168
-1.950348973274231,-13.657796859741211,3.0484044551849365,-6.728084564208984
-1.949886441230774,-13.604104042053223,3.0484442710876465,-6.854121208190918
