ind_no_prog_max,ind_no_prog_min,ood_no_prog_max,ood_no_prog_min
-1.9500341415405273,-13.592009544372559,3.0481040477752686,-6.9313507080078125
-1.9496400356292725,-13.653970718383789,3.0477232933044434,-6.9131011962890625
-1.9491795301437378,-13.634005546569824,3.0477066040039062,-6.841862678527832
-1.9488424062728882,-13.644733428955078,3.047884464263916,-6.788317680358887
-1.949100136756897,-13.642440795898438,3.048121929168701,-6.805088043212891
-1.9495108127593994,-13.616907119750977,3.0482048988342285,-6.862827301025391
-1.9494664669036865,-13.629642486572266,3.0481462478637695,-6.8819580078125
-1.9496166706085205,-13.66544246673584,3.047823905944824,-6.834515571594238
-1.9499030113220215,-13.66150188446045,3.04801607131958,-6.808845520019531
-1.9494357109069824,-13.625653266906738,3.048007011413574,-6.858824729919434
-1.948974847793579,-13.611984252929688,3.0481317043304443,-6.906557083129883
-1.9487879276275635,-13.598333358764648,3.048295497894287,-6.926015853881836
-1.9492052793502808,-13.58910083770752,3.048154830932617,-6.909546852111816
-1.9491188526153564,-13.634875297546387,3.047898769378662,-6.848593711853027
-1.949090838432312,-13.656975746154785,3.047703742980957,-6.797645568847656
-1.9490619897842407,-13.660626411437988,3.0477538108825684,-6.791441917419434
-1.9483420848846436,-13.65546989440918,3.0477890968322754,-6.844526290893555
-1.9483182430267334,-13.616776466369629,3.048018455505371,-6.919916152954102
-1.948380470275879,-13.608573913574219,3.0481905937194824,-6.984125137329102
